Word 1,Word 2,Proc_Score
production,hike,0.752855493956329
benchmark,index,0.8034104357411355
media,trading,0.5
media,gain,0.5
dividend,payment,0.8780946081517272
dividend,calculation,0.8347144423744892
calculation,computation,0.9461133315594269
currency,market,0.943855089173488
OPEC,oil,0.5
oil,stock,0.8246048093793783
announcement,production,0.8611172743779902
announcement,warning,0.6930255973983238
profit,warning,0.875164660616973
profit,loss,0.787526946750831
dollar,yen,0.7129521134625983
dollar,buck,0.7202782211521893
dollar,profit,0.7637496125815468
dollar,loss,0.7367973216070678
computer,software,0.8943057914742879
network,hardware,0.8240682796762022
phone,equipment,0.6980822889930147
equipment,maker,0.8033577410377591
luxury,car,0.831779092099793
five,month,0.7528612826185573
report,gain,0.5690321608397254
investor,earning,0.6977453834085395
liquid,water,0.9128858280315921
baseball,season,0.4411198602135106
game,victory,0.8333851842603844
game,team,0.967015003400201
marathon,sprint,0.7902019766210223
game,series,0.9243433304732854
game,defeat,0.8291994751502878
seven,series,0.8156410368502507
seafood,sea,0.6318679960757837
seafood,food,0.9182889051617834
seafood,lobster,0.8705019802284234
lobster,food,0.8825489609763271
lobster,wine,0.917422709659164
food,preparation,0.7243411522054959
video,archive,0.7952834354389329
start,year,0.8706555638112876
start,match,0.8331167692935765
game,round,0.9156099881701308
boxing,round,0.6166116484160357
championship,tournament,0.8974589047793711
fighting,defeating,0.7827805192810215
line,insurance,0.614555342955684
day,summer,0.7427956863608914
summer,drought,0.6957496233961352
summer,nature,0.7203911952550113
day,dawn,0.8878115483273787
nature,environment,0.883676432952743
environment,ecology,0.8911941892754096
nature,man,0.7743486709777806
man,woman,0.9747814620276246
man,governor,0.7851056585815075
murder,manslaughter,0.8433078576855445
soap,opera,0.6031979052198858
opera,performance,0.856640894244246
life,lesson,0.6453355853731139
focus,life,0.5803159112990288
production,crew,0.9145194118983274
television,film,0.7102242444275809
lover,quarrel,0.692200962239678
viewer,serial,0.8005763431092631
possibility,girl,0.7054121969260847
population,development,0.8395332209121749
morality,importance,0.8028513061046315
morality,marriage,0.79603629840318
Mexico,Brazil,0.5
gender,equality,0.8581971089007034
change,attitude,0.8194436867584959
family,planning,0.7602543185158354
opera,industry,0.905594028793958
sugar,approach,0.6756379010348808
practice,institution,0.8757290662004712
ministry,culture,0.7281391732785203
problem,challenge,0.9055722667043872
size,prominence,0.3764398252507075
country,citizen,0.694525339667955
planet,people,0.7438851163352048
development,issue,0.8902533226742337
experience,music,0.9078329240869026
music,project,0.8221496342056501
glass,metal,0.817434910507394
aluminum,metal,0.7876012179429106
chance,credibility,0.7291738390189835
exhibit,memorabilia,0.6325684626862814
concert,virtuoso,0.8080977226686388
rock,jazz,0.8966872497277881
museum,theater,0.9326190872422119
observation,architecture,0.9106531182824383
space,world,0.802760570206885
preservation,world,0.7548722939316732
admission,ticket,0.7703237458930589
shower,thunderstorm,0.8704644819025527
shower,flood,0.8684012149156578
weather,forecast,0.8456695054581415
disaster,area,0.9181609937859287
governor,office,0.8697624270355832
architecture,century,0.5345091350958099
