victim,emergency,0.16
journey,car,0.13
jaguar,cat,0.37
train,car,0.41
furnace,stove,0.38
news,report,0.29
admission,ticket,0.29
money,cash,0.55
cup,drink,0.07
type,kind,0.36
television,radio,0.6
chord,smile,0.28
fertility,egg,0.27
country,citizen,0.13
street,place,0.14
dividend,payment,0.45
month,hotel,0.04
peace,atmosphere,0.15
