baby,mother,0.71
psychology,cognition,0.9
day,dawn,0.89
magician,wizard,0.9
announcement,effort,0.62
planet,galaxy,0.95
tiger,tiger,1.0
stock,phone,0.74
monk,oracle,0.78
oil,stock,0.82
profit,loss,0.79
food,preparation,0.72
energy,laboratory,0.87
record,number,0.77
deployment,departure,0.83
president,medal,0.77
tennis,racket,0.67
space,world,0.8
lover,quarrel,0.69
precedent,example,0.72
professor,cucumber,0.59
century,nation,0.69
drink,ear,0.8
game,team,0.97
precedent,cognition,0.5
cup,tableware,0.47
lobster,wine,0.92
money,operation,0.85
cemetery,woodland,0.73
announcement,production,0.86
development,issue,0.89
prejudice,recognition,0.71
lad,wizard,0.85
vodka,gin,0.88
investor,earning,0.7
space,chemistry,0.82
family,planning,0.76
tiger,feline,0.92
plane,car,0.95
observation,architecture,0.91
life,lesson,0.65
bank,money,0.82
drink,mouth,0.64
five,month,0.75
lobster,food,0.88
death,inmate,0.6
morality,marriage,0.8
tiger,jaguar,0.98
fuck,sex,0.73
movie,critic,0.76
cell,phone,0.82
money,dollar,0.71
production,hike,0.75
energy,secretary,0.85
movie,popcorn,0.73
cucumber,potato,0.78
preservation,world,0.75
day,summer,0.74
gender,equality,0.86
profit,warning,0.88
tool,implement,0.51
king,queen,0.96
theater,history,0.93
possibility,girl,0.71
concert,virtuoso,0.81
cup,entity,0.6
situation,isolation,0.8
planet,constellation,0.86
fighting,defeating,0.78
opera,performance,0.86
credit,card,0.81
baseball,season,0.44
death,row,0.59
listing,category,0.12
life,term,0.64
minister,party,0.69
skin,eye,0.94
game,victory,0.83
game,defeat,0.83
coast,forest,0.83
aluminum,metal,0.79
delay,racism,0.66
monk,slave,0.93
bird,crane,0.91
psychology,health,0.86
television,film,0.71
liability,insurance,0.77
psychology,mind,0.83
crane,implement,0.53
street,avenue,0.94
canyon,landscape,0.93
money,bank,0.82
boxing,round,0.62
decoration,valor,0.79
planet,astronomer,0.74
money,property,0.89
money,laundering,0.36
coast,shore,0.96
tiger,carnivore,0.81
music,project,0.82
smart,stupid,0.91
sign,recess,0.8
credit,information,0.84
size,prominence,0.38
direction,combination,0.73
shore,woodland,0.66
stroke,hospital,0.76
announcement,news,0.84
closet,clothes,0.73
holy,sex,0.75
hundred,percent,0.37
competition,price,0.91
consumer,energy,0.91
telephone,communication,0.81
opera,industry,0.91
rock,jazz,0.9
word,similarity,0.87
summer,drought,0.7
street,block,0.87
arrangement,accommodation,0.75
attempt,peace,0.4
shower,thunderstorm,0.87
planet,star,0.92
rooster,voyage,0.85
planet,people,0.74
noon,string,0.45
image,surface,0.87
stock,life,0.72
bed,closet,0.95
dollar,profit,0.76
tiger,mammal,0.7
precedent,collection,0.75
psychology,anxiety,0.81
viewer,serial,0.8
cup,object,0.66
shower,flood,0.87
journal,association,0.93
computer,laboratory,0.86
chance,credibility,0.73
gem,jewel,0.97
start,year,0.87
vodka,brandy,0.94
problem,airport,0.83
precedent,law,0.72
love,sex,0.87
stock,live,0.74
cup,food,0.56
century,year,0.66
movie,theater,0.95
benchmark,index,0.8
reason,hypertension,0.36
drink,mother,0.62
jaguar,car,0.95
money,currency,0.87
football,basketball,0.8
planet,sun,0.96
dollar,loss,0.74
dollar,yen,0.71
situation,conclusion,0.92
report,gain,0.57
victim,emergency,0.74
journey,car,0.9
jaguar,cat,0.97
train,car,0.92
furnace,stove,0.95
news,report,0.87
admission,ticket,0.77
money,cash,0.84
cup,drink,0.55
type,kind,0.93
television,radio,0.83
chord,smile,0.88
fertility,egg,0.79
country,citizen,0.69
street,place,0.81
dividend,payment,0.88
month,hotel,0.87
peace,atmosphere,0.9
