admission,ticket,0.39
drug,abuse,0.25
brother,monk,0.34
murder,manslaughter,0.65
situation,conclusion,0.49
psychology,science,0.54
life,term,0.24
monk,oracle,0.39
practice,institution,0.54
seafood,sea,0.17
deployment,withdrawal,0.67
chord,smile,0.29
production,hike,0.38
money,bank,0.38
money,possession,0.46
tiger,feline,0.34
marathon,sprint,0.58
television,radio,0.52
closet,clothes,0.36
governor,interview,0.67
profit,warning,0.3
morality,importance,0.39
precedent,collection,0.21
concert,virtuoso,0.38
prejudice,recognition,0.23
cup,food,0.25
tiger,cat,0.65
company,stock,0.42
tiger,carnivore,0.36
dividend,calculation,0.43
stock,jaguar,0.4
lover,quarrel,0.51
summer,drought,0.54
game,victory,0.82
law,lawyer,0.53
phone,equipment,0.25
seven,series,0.59
rooster,voyage,0.37
bishop,rabbi,0.66
love,sex,0.52
psychology,anxiety,0.19
movie,theater,0.72
jaguar,cat,0.59
gender,equality,0.21
development,issue,0.48
cup,coffee,0.26
smart,student,0.4
liability,insurance,0.51
volunteer,motto,0.23
money,currency,0.49
viewer,serial,0.24
sugar,approach,0.38
bread,butter,0.62
computer,internet,0.39
equipment,maker,0.29
computer,software,0.51
grocery,money,0.09
fuck,sex,0.37
reason,hypertension,0.24
life,death,0.32
drink,car,0.3
oil,stock,0.33
month,hotel,0.56
psychology,mind,0.28
day,summer,0.38
stroke,hospital,0.51
doctor,nurse,0.54
crane,implement,0.41
holy,sex,0.22
dollar,yen,0.8
peace,atmosphere,0.28
tiger,organism,0.22
man,governor,0.44
planet,astronomer,0.31
psychology,doctor,0.5
cup,drink,0.15
announcement,warning,0.32
nature,environment,0.44
space,world,0.28
planet,space,0.41
cup,substance,0.11
tiger,mammal,0.26
journal,association,0.48
peace,plan,0.56
listing,proximity,0.01
shore,woodland,0.28
money,operation,0.48
century,year,0.1
cucumber,potato,0.19
telephone,communication,0.45
vodka,brandy,0.56
network,hardware,0.33
five,month,0.64
planet,galaxy,0.46
lad,brother,0.25
monk,slave,0.31
population,development,0.37
professor,cucumber,0.07
bed,closet,0.47
money,cash,0.59
atmosphere,landscape,0.28
movie,star,0.61
shower,thunderstorm,0.33
wood,forest,0.42
space,chemistry,0.27
money,withdrawal,0.38
cemetery,woodland,0.36
tiger,fauna,0.1
discovery,space,0.53
energy,laboratory,0.4
reason,criterion,0.47
listing,category,0.07
arrival,hotel,0.47
liquid,water,0.46
stock,life,0.16
line,insurance,0.24
money,property,0.46
coast,forest,0.28
precedent,group,0.21
train,car,0.55
game,series,0.76
minority,peace,0.35
noon,string,0.4
cup,tableware,0.17
energy,secretary,0.31
mile,kilometer,0.77
calculation,computation,0.66
music,project,0.46
doctor,personnel,0.13
psychology,discipline,0.46
death,row,0.6
record,number,0.85
game,defeat,0.79
tiger,tiger,1.0
bird,crane,0.47
video,archive,0.27
delay,news,0.44
psychology,depression,0.12
seafood,food,0.45
jaguar,car,0.71
change,attitude,0.27
announcement,news,0.49
weapon,secret,0.34
morality,marriage,0.28
news,report,0.64
doctor,liability,0.19
luxury,car,0.46
precedent,cognition,0.1
baseball,season,0.29
money,deposit,0.46
environment,ecology,0.48
football,soccer,0.84
computer,news,0.31
alcohol,chemistry,0.14
seafood,lobster,0.46
planet,sun,0.55
precedent,example,0.32
plane,car,0.6
book,library,0.5
ministry,culture,0.31
secretary,senate,0.74
professor,doctor,0.58
hospital,infrastructure,0.39
planet,people,0.41
registration,arrangement,0.54
lobster,wine,0.43
king,cabbage,0.19
football,basketball,0.73
opera,industry,0.35
precedent,information,0.21
magician,wizard,0.73
forest,graveyard,0.29
planet,constellation,0.29
fertility,egg,0.25
precedent,antecedent,0.28
hotel,reservation,0.29
cup,liquid,0.13
architecture,century,0.12
victim,emergency,0.32
stock,egg,0.26
bank,money,0.38
psychology,cognition,0.47
planet,moon,0.52
start,match,0.71
computer,keyboard,0.24
cup,entity,0.25
situation,isolation,0.54
street,avenue,0.88
psychology,fear,0.25
problem,airport,0.23
king,rook,0.3
sign,recess,0.26
currency,market,0.6
disaster,area,0.54
car,automobile,0.69
gem,jewel,0.58
life,lesson,0.21
lad,wizard,0.45
deployment,departure,0.58
dollar,loss,0.53
glass,magician,0.28
report,gain,0.39
shower,flood,0.35
baby,mother,0.65
lobster,food,0.38
book,paper,0.82
boxing,round,0.31
stock,phone,0.16
direction,combination,0.52
decoration,valor,0.65
planet,star,0.42
drink,ear,0.2
vodka,gin,0.39
canyon,landscape,0.32
museum,theater,0.53
president,medal,0.35
profit,loss,0.61
fighting,defeating,0.61
century,nation,0.16
exhibit,memorabilia,0.44
television,film,0.48
tiger,zoo,0.58
energy,crisis,0.36
board,recommendation,0.5
water,seepage,0.4
