liability,insurance,0.52
volunteer,motto,0.18
money,currency,0.4
viewer,serial,0.25
sugar,approach,0.12
bread,butter,0.69
computer,internet,0.49
equipment,maker,0.28
computer,software,0.69
grocery,money,0.25
fuck,sex,0.29
reason,hypertension,0.25
life,death,0.32
drink,car,0.22
oil,stock,0.29
month,hotel,0.1
psychology,mind,0.31
day,summer,0.26
stroke,hospital,0.23
doctor,nurse,0.49
crane,implement,0.15
holy,sex,0.11
dollar,yen,0.49
peace,atmosphere,0.18
tiger,organism,0.16
man,governor,0.12
planet,astronomer,0.18
psychology,doctor,0.25
cup,drink,0.07
announcement,warning,0.28
nature,environment,0.47
space,world,0.09
planet,space,0.33
cup,substance,0.03
tiger,mammal,0.32
journal,association,0.27
peace,plan,0.24
listing,proximity,0.02
shore,woodland,0.3
money,operation,0.14
century,year,0.15
cucumber,potato,0.52
telephone,communication,0.41
vodka,brandy,0.42
network,hardware,0.41
five,month,0.3
planet,galaxy,0.55
lad,brother,0.31
monk,slave,0.27
population,development,0.12
professor,cucumber,0.04
bed,closet,0.45
money,cash,0.62
atmosphere,landscape,0.35
movie,star,0.37
shower,thunderstorm,0.38
wood,forest,0.31
space,chemistry,0.18
money,withdrawal,0.17
cemetery,woodland,0.31
tiger,fauna,0.26
discovery,space,0.26
energy,laboratory,0.32
reason,criterion,0.41
listing,category,0.12
arrival,hotel,0.2
liquid,water,0.6
stock,life,0.06
line,insurance,0.05
money,property,0.37
coast,forest,0.24
precedent,group,0.14
train,car,0.46
game,series,0.34
minority,peace,0.24
noon,string,0.16
cup,tableware,0.07
energy,secretary,0.1
mile,kilometer,0.53
calculation,computation,0.73
music,project,0.15
doctor,personnel,0.09
psychology,discipline,0.47
death,row,0.11
record,number,0.13
game,defeat,0.24
tiger,tiger,1.0
bird,crane,0.34
video,archive,0.35
delay,news,0.15
psychology,depression,0.13
seafood,food,0.56
jaguar,car,0.42
change,attitude,0.43
announcement,news,0.31
weapon,secret,0.25
morality,marriage,0.31
news,report,0.32
doctor,liability,0.11
luxury,car,0.36
precedent,cognition,0.29
baseball,season,0.29
money,deposit,0.4
environment,ecology,0.52
football,soccer,0.66
computer,news,0.14
alcohol,chemistry,0.18
seafood,lobster,0.45
planet,sun,0.42
precedent,example,0.37
plane,car,0.4
book,library,0.2
ministry,culture,0.25
secretary,senate,0.38
professor,doctor,0.32
hospital,infrastructure,0.15
planet,people,0.17
registration,arrangement,0.26
lobster,wine,0.32
king,cabbage,0.12
football,basketball,0.62
opera,industry,0.08
precedent,information,0.25
magician,wizard,0.61
forest,graveyard,0.29
planet,constellation,0.36
fertility,egg,0.3
precedent,antecedent,0.34
hotel,reservation,0.24
cup,liquid,0.04
architecture,century,0.26
victim,emergency,0.21
stock,egg,0.18
bank,money,0.24
psychology,cognition,0.51
planet,moon,0.52
start,match,0.19
computer,keyboard,0.41
cup,entity,0.04
situation,isolation,0.43
street,avenue,0.73
psychology,fear,0.15
problem,airport,0.07
king,rook,0.21
sign,recess,0.19
currency,market,0.39
disaster,area,0.12
car,automobile,0.61
gem,jewel,0.55
life,lesson,0.29
lad,wizard,0.42
deployment,departure,0.25
dollar,loss,0.16
glass,magician,0.21
report,gain,0.12
shower,flood,0.24
baby,mother,0.53
lobster,food,0.34
book,paper,0.4
boxing,round,0.17
stock,phone,0.17
direction,combination,0.3
decoration,valor,0.35
planet,star,0.36
drink,ear,0.28
vodka,gin,0.42
canyon,landscape,0.27
museum,theater,0.37
president,medal,0.11
profit,loss,0.26
fighting,defeating,0.26
century,nation,0.14
exhibit,memorabilia,0.35
television,film,0.51
tiger,zoo,0.3
energy,crisis,0.2
board,recommendation,0.35
water,seepage,0.45
